Q,A,label
백세시대를 언급하면서 제대로 된 교육 프로그램 하나 없다는 게 화가 나는구먼.,화난 기분을 벗어나기 위해서 할 수 있는 것들은 어떤 것이 있을까요?,1
최근 회사에서 구조조정 때문에 이직을 권유받았거든. 그로 인해 연봉이 줄어서 아내가 매일 잔소리를 해.,마음이 어려우시겠어요. 이 상황을 어떻게 하는 것이 좋을까요?,1
내가 바쁠 때 가족들이 나만 빼놓고 놀러 다녔거든. 그래서 복수했는데 마음은 불편하네.,가족들에게 그동안 많이 서운하셨나 봐요. 앞으로 어떻게 하는 것이 좋을까요?,1
아들 때문에 고개를 못 들고 다니겠어. 그 와중에 아들은 나에게 화를 내고 나갔어.,무척 창피하고 속상하시겠어요. 어떻게 해야 지금 상황에서 좀 나아질 수 있을까요?,1
돈 문제로 싸운 후에 이혼을 결정한 거라서 다른 사람들에게 말하기가 부끄럽고 민망해.,난감하시겠어요. 앞으로 어떻게 하는 것이 좋을까요?,1
맞아 무슨 말을 해도 안 믿으려고 하니 너무 억울하고 속상해.,남편이 믿어주지 않아 많이 서운시군요. 지금 상황을 변화시키기 위해 시도할 수 있는 방법이 있을까요?,1
많이 서운했지. 기껏 해줬는데 말이야.,서운한 마음이 크셨군요. 어떻게 하면 지금의 상황이 더 좋아질 수 있을까요?,1
상처 정말 많이 받았지.,상처가 크셨겠어요. 어떻게 하면 지금의 기분이 좀 나아지실 수 있을까요?,1
관계가 틀어지기 전엔 내가 많이 가족에게 의지했는데 걱정이야.,어떻게 하면 회복을 할 수 있을까요?,1
동창들보다 내가 못난 거 같은 생각이 들어.,동창들과 자꾸 비교되어 우울하신 것 같아요. 지금 기분을 나아지게 할 방법이 있을까요?,1
사람들이 지금 내 모습을 보면 뭐라고 생각하겠어. 그런 생각을 하면 너무 슬퍼.,슬픈 기분을 달랠 방법이 없을까요?,1
계속 기분이 좋지 않아.,기분이 좋아질 방법이 없을까요?,1
바라는 게 있다면 먼저 가버린 남편을 만나고 싶어.,남편에게 그리움을 느끼시는군요.,1
점점 나이가 드는데 몸을 잘 돌봐야겠지. 불안해서 안 되겠어.,나이가 들어 점점 불안해져 자기관리를 시작하고 싶으신 거군요.,1
응. 신경 써야 할 게 많아서 건강에는 신경을 못 쓰게 돼.,다른 일로 건강에는 소홀해지게 되는군요. 이런 상황을 바꾸기 위해 시도할 수 있는 일이 있을까요?,1
실수 없이 잘 해내고 싶어서 더 긴장되는 것 같아.,어떻게 하면 긴장을 풀고 불안함을 덜 수 있을까요?,1
집에만 있으면 하루 종일 아무 말도 하지 않을 때도 있는데 이러면 안 될 것 같다는 기분이 들어.,어떻게 하면 불안의 원인을 없앨 수 있을까요?,1
걱정도 걱정이지만 밤늦게까지 이렇게 놀러 다니는 것이 정말 괘씸해.,이 상황에 대해서 딸에게 새겨듣게 할 말이 있다면 무엇이 있을까요?,1
응. 술 좀 그만 마셨으면 좋겠어.,남편이 술을 안 마시도록 하려면 무엇을 해야 하는 것이 좋을까요?,1
허락도 없이 외박을 한다는 것은 그냥 나를 무시한다는 행동인 거 같아.,이런 상황에서는 어떻게 대처해야 할까요?,1
아들을 대학만 잘 보내면 성공한 줄 알았는데 그게 아니었어.,아들에게 동기부여를 해주기 위해서는 어떻게 해야 할까요?,1
응. 이제 내가 나이가 들었다고 무시하는 걸까?,지금의 기분에서 벗어나기 위해 할 수 있는 일은 무엇이 있을까요?,1
내 삶은 내게 아무 의미가 없어졌어. 이제는 살아갈 이유도 사라진 거 같아.,살아갈 이유도 사라진 것 같으시군요. 지금의 기분에서 벗어나기 위해 할 수 있는 일은 무엇이 있을까요?,1
자녀들을 배려하기 위해선 알겠다고 해야 하지만 선뜻 고개가 끄덕여지지 않네.,가족 모두가 만족할 만한 방안은 어떤 게 있을까요?,1
나에 대한 사랑이 식었는지 의심이 가.,아내의 마음이 의심되시는군요. 어떻게 하면 의심을 해소할 수 있을까요?,1
응. 동료들은 분명 내가 나이가 많다고 빼고 가는 것일 거야.,이러한 상황을 어떻게 대처하는 것이 좋을까요?,1
응. 잊으려고 해도 소중한 사람을 잊기가 쉽지 않더라.,소중한 사람을 잊는 것이 쉽지가 않군요. 지금 하고 싶은 일은 무엇인가요?,1
자식 키워봤자 소용없다는 말도 이래서 나온듯해.,자식들에게 많이 서운하셨겠어요. 어떻게 하면 기분이 좀 나아지실 수 있을까요?,1
응. 나도 나의 질긴 생명줄이 너무 원망스러워.,너무 외로우시군요. 어떻게 하면 지금 기분에서 나아 질 수 있을까요?,1
내가 뚱뚱하다 보니 체육 시간에 빨리 움직이지 못해 친구들 눈에 거슬리나 봐. 돼지라고 놀리는데 너무 속상해.,많이 속상하셨겠어요. 어떻게 하면 지금의 기분이 좀 나아지실 수 있을까요?,1
늘 놀림 받았기 때문에 평소엔 그런가 보다 하다가도 오늘처럼 비가 오는 날은 우울해지면서 많이 슬퍼져.,지금의 기분에서 벗어나기 위해 할 수 있는 일이 무엇이 있을까요?,1
많이 놀랐지. 나는 그 친구들이 꼭 처벌받아야 한다고 생각해.,친구들이 처벌을 받기 원하시는군요. 나는 어떻게 하는 게 좋을까요?,1
예전에 나는 밝은 아이였는데 따돌림을 당한 후로 소심해졌어. 너무 외로워.,많이 외로우셨군요. 지금 상황에 도움을 줄 사람이 있나요?,1
물론이지. 내가 그 사람을 좋아하는 것처럼 그 사람도 나만 바라보고 나만 좋아해 주었으면 좋겠어.,예전에는 이런 감정이 들었다면 어떻게 대처하셨어요?,1
맞아 외로우실 어머니가 너무 걱정돼. 힘든 내색 하나 하지 않으시니 속을 알 수가 없어.,내색하지 않으셔서 얼마나 힘드실지 알 수 없는 마음에 더욱 걱정되시는군요. 이런 상황에서 할 수 있는 일이 무엇이 있을까요? ,1
그가 곁에 있을 때는 즐겁고 재미난 일들이 많았거든.,이 상황을 변화시키기 위해 당신이 할 수 있는 일이 무엇이 있을까요?,1
저녁이면 나 혼자라는 생각에 외로움을 많이 느껴.,예전에 이런 일들이 있었을 때 어떻게 대처하셨어요?,1
소심한 성격이라 친구가 많지 않아. 그래서 더욱 날 기억해 주는 사람이 없나 봐.,지금의 이 상황을 극복하기 위해 내가 할 수 있는 행동들은 무엇이 있을까요?,1
상장한 주식의 주가가 많이 올라 회사 동료들은 잘됐다고 난리인데 나는 실업자가 됐어. 너무 억울해.,지금의 기분에서 벗어나기 위해 어떤 일들을 해야 할까요?,1
응. 회사에서는 일이 밀리니 나의 퇴근이 반가울 리 없겠지만 그래도 속상해.,이 상황을 변화시키기 위해 시도할 수 있는 어떤 일들이 있을까요?,1
윗분들 먼저 휴가를 쓰고 신입인 내가 마지막에 쓰다 보니 지금 이런 상황이 생겼어.,앞으로 어떻게 하고 싶으세요?,1
그동안 믿던 동기들이 내 까다로운 성격이 맞추기 힘들다고 말해서 더 상처를 받았어.,지금 이 기분에서 벗어나기 위해 할 수 있는 일은 무엇이 있을까요?,1
어제는 특히 나한테만 일을 몰아주셔서 혼자 새벽 네 시까지 일했는데 눈물만 나왔어.,어떻게 하면 상처를 덜 받을 수 있을까요?,1
다들 나보다 학벌도 좋고 영어 점수도 높아서 내가 초라해짐을 느껴.,초라해짐을 느끼시는군요. 지금 상황을 변화시키기 위해서 어떤 걸 시도해볼 수 있을까요?,1
내 동년배가 벌써 희망 퇴직하는 것을 보니 내 입지가 불안하다고 느껴지고 초조해.,불안하고 초조하시군요. 지금 상황을 변화시키기 위해서 어떤 걸 시도해볼 수 있을까요?,1
내가 작업복을 입고 거리를 다닐 때면 남들의 시선이 너무 신경 쓰여.,남들의 시선을 신경 쓰지 않으려면 어떻게 해야 할까요?,1
맞아. 길거리에서 그렇게 크게 소리 지르면 사람들이 불편해할 거야.,그런 상황에서는 어떻게 하는 게 좋았을까요?,1
직원이 신경 쓰여서 솔직하게 말하지 못할 것 같아. 고민돼.,그럴 때는 어떻게 하면 좋을까요?,1
남편에 대한 마음이 많이 식어서 나도 모르게 눈이 갔어. 들킬까봐 조마조마해.,바람을 남편에게 들킬까 불안하시군요. 어떻게 상황을 극복하면 좋을까요?,1
너무 화나고 어이없었지. 어떻게 그럴 수가 있어?,그런 어이없는 상황에서는 어떻게 하는 게 좋을까요?,1
훨씬 몸이 가벼워진 것 같은 기분이 들어.,병이 나아져서 또 어떤 점이 좋으세요?,1
앞으로는 이동하기 불편해서 하지 못했던 걸 많이 해보려고 해.,앞으로 어떤 일을 하실 생각이세요?,1
오랜만에 가족들과 좋은 시간을 보낼 수 있을 줄 알았는데.,지금 상황을 변화시키기 위해 할 수 있는 게 있을까요?,1
그런데 이제는 커서 그런지 입원해도 안부 전화만 해.,병문안을 오지 않는 손자들에게 서운하셨군요. 상황을 극복하기 위해 어떤 행동을 하면 좋을까요?,1
그땐 너무 짜증나서 그렇게 얘기했는데 말이 심했던 것 같아 후회 돼.,엄마에게 심한 말을 했던 것 같아 후회하고 계시군요. 어떻게 하면 지금의 상황을 변화시킬 수 있을까요?,1
솔직히 서운하고 좀 상처야. 나는 혼자 공부하라고 하고 다들 신경도 안 쓴다니까.,가족들이 혼자만 내버려둬 상처 받으셨군요. 어떻게 하면 지금 상황을 변화시킬 수 있을까요?,1
아무도 나를 사랑하지 않나 봐. 너무 서운해.,아무도 나를 사랑하시 않는다고 생각하시는군요. 어떻게 하면 지금 상황을 변화시킬 수 있을까요?,1
누나만 좋아하고 나는 신경도 안 쓰는 것 같아.,엄마가 누나가 좋아하는 것 같아서 속상하시군요. 어떻게 하면 지금 상황을 변화시킬 수 있을까요?,1
누나 친구들 앞에서 놀려서 더 힘들어.,누나 친구들 앞에서 놀리니 더 힘드시겠어요. 어떻게 하면 지금 상황을 변화시킬 수 있을까요?,1
시집가기 전에는 손에 물 한 방울도 안 묻혔는데 말이야.,이 상황에서 해볼 수 있는 일이 무엇이 있을까요?,1
집에서는 안 그러는데 왜 밖에서는 소극적인지 모르겠어.,집에서는 안 그래서 더욱 답답하시군요. 지금 상황을 변화시키기 위해 시도할 수 있는 일이 있나요?,1
언젠가는 취업을 하겠지만 지금 당장 힘들어하는 모습을 보니 너무 속상하네.,힘들어하는 따님을 위해서 할 수 있는 일들이 어떤 것이 있을까요?,1
무시 받는 기분이 들어서 기분이 나빠.,예전에 이런 일이 있을 때 어떻게 대처하셨나요?,1
알고는 있지만 그래도 생각할 때마다 속상하네! 정말.,지금 기분을 조금이라도 전환할 수 있는 일이 어떤 것이 있을까요?,1
바쁜 일이 생겨서 그런가 보지 뭐.,속상한 마음을 달래줄 방법이 뭐가 있을까요?,1
요즘 따라 더 심해져서 문제야. 가족들도 있어서 이러면 안 되는데.,지금의 상황을 변화시키기 위해서 어떤 걸 시도해 볼 수 있을까요?,1
친구들하고 술을 마시다 보면 매번 이 상태야. 아내는 친구들이 아주 나쁘대.,지금 상황을 변화시키기 위해서는 무엇을 할 수 있을까요?,1
안가는 정도가 아니라 이젠 꼴도 보기 싫어. 싫다는 사람도 있는데 말이야.,지금 상황이 나아지려면 어떤 시도를 하면 좋을까요?,1
좋은 일을 하려 하지만 막상 돈이 없어질 생각을 하니 불안하네.,불안함을 없애기 위해서 할 수 있는 일이 있을까요?,1
같이 살고 싶어도 드는 돈을 생각하면 먼저 말 꺼내기엔 염치가 없지.,지금 상황에서 나아지기 위해 할 수 있는 일이 있을까요?,1
화를 막 내는데 무섭기도 하고 내가 큰일을 벌인 것 같아 불안하더라고.,불안한 상황이 나아지기 위해 시도할 수 있는 일이 있을까요?,1
많이 당황했어. 그리고 너무 부끄러웠어.,무엇 때문에 부끄러움이 느껴졌나요?,1
응. 그래서 아무래도 행동 하나하나가 다 조심스러워지고 스트레스받아.,지금 기분을 나지게 할 수 있는 방법이 있을까요?,1
어색한 사이인데 수업에서 마주칠까봐 불안해서 수업을 들으러 가기가 꺼려져.,불안한 마음이 드시는군요. 불안한 마음을 해소하기 위해서 무엇을 할 수 있을까요?,1
응. 두 분이 말도 안 하시고 집에 있으면 눈치 보여서 스트레스받아.,눈치보여서 스트레스를 받으시는군요. 이 상황을 변화시키기 위해서 무엇을 할 수 있을까요?,1
동료들의 태도가 변한 이유가 무엇인지 아무것도 몰라서 가만히 있을 수밖에 없었어.,쌀쌀맞은 동료들의 태도에 적응하기 힘들었겠어요. 지금 상황을 나아지게 할 수 있는 방법이 있을까요?,1
응. 거래 직원이 잘못 보낸 메시지를 읽었다고 생각하니까 너무 부끄러워.,전에 메시지를 잘못 보냈을 때는 어떻게 대처하셨나요?,1
